address,aka_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,longitude,results,risk,violation_count,average_violations_per_inspection,times_inspected
345 E SUPERIOR ST ,TBD,COMMISARY RESTAURANT,2019-09-10,2311980,License,41.89571882183128,2664090.0,-87.61873143015465,Pass,Risk 3 (Low),0,,
6230 N LEMONT ST ,Queen of All Saints,School,2019-09-10,2311978,Canvass,41.99458700856268,1981908.0,-87.74456342336399,Pass w/ Conditions,Risk 1 (High),5,11.5,2.0
5008 N Kedzie AVE ,HANUL FAMILY ALLIANCE,Golden Diner,2019-09-10,2311971,Canvass,41.97240584317488,2487637.0,-87.70873681929554,Fail,Risk 1 (High),13,,
4022 N MILWAUKEE AVE ,SIX CORNER BAKERY,Bakery,2019-09-10,2311969,Canvass,41.953781198133576,1675154.0,-87.74815775383932,Fail,Risk 1 (High),8,,
1100 W MADISON ST ,HERO COFFEE BAR,Restaurant,2019-09-10,2311973,Canvass,41.88177941104997,2560363.0,-87.6543802690087,Pass w/ Conditions,Risk 2 (Medium),7,,
3232 W DIVISION ST ,GEORGE E TAYLOR CHILD DEVELOPMENT CENTER,Daycare (2 - 6 Years),2019-09-10,2312011,Canvass,41.90292929858985,2221191.0,-87.70804857041449,Pass,Risk 1 (High),1,,
1356 W 87TH ST ,LOOMIS CITGO INC.,GAS STATION,2019-09-10,2312046,Canvass,41.73597328807627,2523672.0,-87.65806837861355,Pass,Risk 2 (Medium),4,,
1477 W WINNEMAC AVE ,HUTCH AMERICAN KITCHEN AND BAR,Restaurant,2019-09-10,2312021,Complaint Re-Inspection,41.973261367299926,2556107.0,-87.66762285692627,Pass,Risk 1 (High),1,,
3641 W IRVING PARK RD ,O-MANNY MEXICAN RESTAURANT,Restaurant,2019-09-10,2312025,Canvass,41.953627922832354,2608056.0,-87.71947320701166,Pass,Risk 1 (High),0,,
1002 W LAKE ST ,HAKKA BAKKA,Restaurant,2019-09-10,2312023,Complaint Re-Inspection,41.88569111784153,2626774.0,-87.6522896923192,Pass,Risk 1 (High),0,,
950-952 W WRIGHTWOOD AVE ,OLD GROUNDS SOCIAL,Restaurant,2019-09-10,2312035,Complaint,41.92912423550477,2308003.0,-87.65333791705929,Fail,Risk 1 (High),11,,
2346 N CLARK ST ,"L & L LP INFANT, CORP.",Daycare (Under 2 Years),2019-09-10,2312006,Canvass,41.92492414839932,2541870.0,-87.64022308968053,Pass,Risk 1 (High),0,,
131 N Clinton ST ,Pastoral,Restaurant,2019-09-10,2311983,License,41.88418750712781,2684671.0,-87.64111966683218,Pass,Risk 1 (High),0,,
2601-2603 N MILWAUKEE AVE ,WEBSTER'S WINE BAR,Restaurant,2019-09-10,2311972,Canvass Re-Inspection,41.92884909944806,2079685.0,-87.70681721349659,Pass w/ Conditions,Risk 1 (High),4,,
2300 S THROOP ST ,LA CHAPARRITA,Mobile Food Preparer,2019-09-10,2311987,License,41.85045102427,2689521.0,-87.65879785567869,No Entry,Risk 2 (Medium),0,,
3054 N GREENVIEW AVE ,DOPPIO COFFEE HOUSE,Restaurant,2019-09-10,2312019,License,41.937724818923385,2664105.0,-87.66631958490133,Pass w/ Conditions,Risk 2 (Medium),2,,
5817-5825 W MADISON ST ,MARIO'S BUTCHER SHOP,Grocery Store,2019-09-10,2312051,Canvass,41.88004498075895,2109251.0,-87.77049337933958,Pass,Risk 2 (Medium),7,3.6666666666666665,3.0
345 E SUPERIOR ST ,TBD,COMMISARY RESTAURANT,2019-09-10,2311976,License,41.89571882183128,2646756.0,-87.61873143015465,Pass,Risk 1 (High),0,,
2348-2350 N CLARK ST ,L & L ACADEMY AND PRESCHOOL,Children's Services Facility,2019-09-10,2311993,Canvass,41.92497231271773,2469779.0,-87.64025215402182,Pass,Risk 1 (High),4,,
2645 N KEDZIE AVE ,EL CID TACOS #2,Restaurant,2019-09-10,2312003,Canvass,41.929762864832895,1948872.0,-87.70722323405842,Fail,Risk 1 (High),15,,
2296 S BLUE ISLAND AVE ,THE TAMALE SPACESHIP,Catering,2019-09-10,2312036,Canvass,41.85058668017878,2609439.0,-87.67074548829262,Pass w/ Conditions,Risk 1 (High),10,,
3202 N Broadway ,MOMO FACTORY,Restaurant,2019-09-10,2311990,License,41.94015821312763,2689644.0,-87.64455028174727,Fail,Risk 1 (High),6,,
2755 W BELMONT AVE ,PISOLINO,Restaurant,2019-09-10,2311981,Canvass,41.93928538446442,2488830.0,-87.6973359514559,Pass w/ Conditions,Risk 1 (High),7,,
1812-1814 W IRVING PARK RD ,I-CAFE SUKUR'S PLACE,Restaurant,2019-09-10,2312038,Canvass,41.95431818306882,2333622.0,-87.67476031983938,Fail,Risk 1 (High),21,,
131 N Clinton ST ,Pastoral,Restaurant,2019-09-10,2311977,Canvass,41.88418750712781,1998846.0,-87.64111966683218,Pass,Risk 1 (High),1,,
2300 S THROOP ST ,"EL AZTECA SANCHEZ, INC.",Mobile Food Preparer,2019-09-10,2311979,License,41.85045102427,2626305.0,-87.65879785567869,Pass w/ Conditions,Risk 2 (Medium),3,,
135 N KEDZIE AVE ,TERIYAKI BOWL,Mobile Food Preparer,2019-09-10,2311999,License Re-Inspection,41.88390509704504,2578374.0,-87.70605925083946,Pass,Risk 1 (High),0,,
6350 N CICERO AVE ,EAST OF EDENS,Restaurant,2019-09-10,2312027,Canvass,41.9971470073763,23369.0,-87.7484909596666,Pass w/ Conditions,Risk 1 (High),17,,
3556 N PULASKI RD ,BRASA ROJA RESTAURANT,Restaurant,2019-09-10,2312022,Canvass,41.946270550939566,2184967.0,-87.72754493145142,Pass w/ Conditions,Risk 1 (High),9,,
7158 W ADDISON ST ,HOUSE OF KIDS,Children's Services Facility,2019-09-10,2311995,License,41.94539701438075,2215884.0,-87.80571712400827,Pass,Risk 1 (High),1,,
3222 W DIVISION ST ,CENTRO NUESTRO CHILD DEVELOPMENT CENTER,Daycare (2 - 6 Years),2019-09-10,2311997,Canvass,41.90293279133458,2215643.0,-87.7076938649049,Pass,Risk 1 (High),1,,
3007 W 63RD ST ,LITTLE DENNIS,Restaurant,2019-09-10,2312014,Canvass Re-Inspection,41.77893000705904,57689.0,-87.69859994691997,Pass w/ Conditions,Risk 2 (Medium),14,,
5248 W BELMONT AVE ,POPEYE'S CHICKEN,Restaurant,2019-09-10,2312048,Canvass Re-Inspection,41.93878412940403,30212.0,-87.75863713615965,Pass w/ Conditions,Risk 1 (High),12,,
2059 W 21ST ST ,FOXGLOVE COFFEE,Restaurant,2019-09-10,2311965,License,41.85386830200632,2689695.0,-87.67821915483191,Not Ready,Risk 2 (Medium),0,,
5255 W MADISON ST ,RED SNAPPER FISH CHICKEN & PIZZA,Restaurant,2019-09-10,2312033,Complaint Re-Inspection,41.88023654386584,1991820.0,-87.7572203921175,Pass,Risk 1 (High),2,,
3736 W FULLERTON AVE ,LATIN AMERICAN BAKERY,Bakery,2019-09-10,2312050,Canvass,41.924663339079686,66919.0,-87.72095974985143,Fail,Risk 1 (High),14,,
6341-6343 N BROADWAY ,63 BAR & GRILL,Restaurant,2019-09-10,2311992,Canvass,41.997594186195435,2202395.0,-87.66034486500234,Out of Business,Risk 1 (High),0,,
1622 W MORSE AVE ,TOSTINI,Restaurant,2019-09-10,2311975,License,42.007932100342174,2684391.0,-87.67100362889559,Pass w/ Conditions,Risk 1 (High),3,,
2019 W LAWRENCE AVE ,NORTHEAST CENTER (LEVY),Golden Diner,2019-09-10,2311970,Canvass,41.968635309313186,2225302.0,-87.6800056683545,No Entry,Risk 1 (High),0,,
2007-2009 S DAMEN AVE ,CHEPE'S TACOS,Restaurant,2019-09-10,2312000,Canvass,41.85469470170735,2483908.0,-87.67576513516752,Pass w/ Conditions,Risk 1 (High),2,,
2926 W 63RD ST ,GOLDEN FISH & CHICKEN,Restaurant,2019-09-10,2312034,Canvass,41.779173106768134,2589073.0,-87.69698885824074,Pass w/ Conditions,Risk 2 (Medium),7,,
3658 W IRVING PARK RD ,CHICKEN WORKS AND SALAD CO.,Restaurant,2019-09-10,2312039,Canvass,41.95385813673397,1969955.0,-87.71999798686191,Pass w/ Conditions,Risk 1 (High),6,,
1015 W 87TH ST ,7 SEAS FOOD & DELI INC.,Grocery Store,2019-09-10,2312020,License,41.735883858312064,2689945.0,-87.64913691423969,Fail,Risk 1 (High),13,,
3119 W LAWRENCE AVE ,HUARACHES Y QUESADILLAS DONA CHIO,Restaurant,2019-09-10,2312001,Canvass,41.96835849693989,2137188.0,-87.7068542288518,No Entry,Risk 1 (High),0,,
3703 W FULLERTON AVE ,LITTLE PICKLE,Restaurant,2019-09-10,2312029,Canvass,41.92446191188847,2447134.0,-87.71957547584789,Pass w/ Conditions,Risk 1 (High),6,,
5202 N LINCOLN AVE ,Chop Suey Huang,Restaurant,2019-09-10,2312032,Canvass,41.97597608993619,2463091.0,-87.6924942225335,Pass w/ Conditions,Risk 1 (High),21,,
3539 W 26TH ST ,DOLLAR TREE #07725,DOLLAR STORE WITH GROCERY,2019-09-10,2311968,License,41.844287006466104,2677857.0,-87.71387967140731,Pass w/ Conditions,Risk 3 (Low),2,,
3407 W LAWRENCE AVE ,GORILLA SUSHI,Restaurant,2019-09-10,2312004,Canvass,41.96828872955171,2600906.0,-87.71367720190815,Pass w/ Conditions,Risk 1 (High),11,,
3655 E 106TH ST ,TAQUERIA EL CHARO DE SAN FRANCISCO,Restaurant,2019-09-10,2312047,Canvass Re-Inspection,41.702619232856534,1741003.0,-87.53430877312702,Pass,Risk 1 (High),0,,
3349 N SHEFFIELD AVE ,BOLIVAR Y LINCOLN VENEZUELAN,Restaurant,2019-09-09,2311961,License,41.94319768420913,2689697.0,-87.65405954840116,Fail,Risk 1 (High),7,,
1848 W 95TH ST ,FLIPPIN FLAVORS,,2019-09-09,2311956,License,41.72122967550103,2689671.0,-87.66949200357084,Not Ready,Risk 1 (High),0,,
4702 N RAVENSWOOD AVE ,REDLINE VR,Liquor,2019-09-09,2311960,License,41.96712524902067,2583931.0,-87.67480957037529,Pass,Risk 3 (Low),3,,
3647 N CLARK ST ,BRICKHOUSE TAVERN,Restaurant,2019-09-09,2311963,Canvass Re-Inspection,41.94842204024845,2518015.0,-87.65732463824295,Pass w/ Conditions,Risk 1 (High),6,,
1523 W TAYLOR ST ,CAMPUS MARKET,,2019-09-09,2311958,License,41.869175484822186,2684853.0,-87.66506632408527,Not Ready,All,0,,
1500 W 119TH ST ,PERFECT BEGINNINGS CHILD DEVELOPMENT CENTER,Daycare Above and Under 2 Years,2019-09-09,2311959,Canvass Re-Inspection,41.677685065833224,2385784.0,-87.65901954921286,Pass,Risk 1 (High),0,,
6752 S PULASKI RD ,LAWN MAGIC LOUNGE,Restaurant,2019-09-06,2311898,Canvass Re-Inspection,41.76977201470989,36126.0,-87.72267947406459,Pass w/ Conditions,Risk 2 (Medium),9,,
5659 N CENTRAL AVE ,DUKE'S,Restaurant,2019-09-06,2311917,Complaint,41.9846184303652,2431752.0,-87.76815926802584,Fail,Risk 1 (High),8,,
721 S SEELEY AVE ,JIMMY JOHNS 3106,Restaurant,2019-09-06,2311936,License,41.87252753139634,2684873.0,-87.67744169620713,Not Ready,Risk 1 (High),0,,
6601 S HALSTED ,,Liquor,2019-09-06,2311939,License,41.77425214886086,2670343.0,-87.64449654993334,Not Ready,Risk 3 (Low),0,,
1359 N MILWAUKEE AVE ,CRACKED ON MILWAUKEE,Restaurant,2019-09-06,2311914,License Re-Inspection,41.906629896738416,2670818.0,-87.67137623922982,Pass w/ Conditions,Risk 3 (Low),0,,
1110 N STATE ST ,VELVET TACO,Restaurant,2019-09-06,2311910,Complaint,41.902127532558154,2299114.0,-87.62850139922516,Fail,Risk 1 (High),5,,
4716 N KEDZIE AVE ,BOKEH,Restaurant,2019-09-06,2311954,License Re-Inspection,41.96716992383398,2647921.0,-87.7085787033688,Pass w/ Conditions,Risk 3 (Low),0,,
1861 W 87TH ST ,JJ FISH,Restaurant,2019-09-06,2311943,Canvass Re-Inspection,41.735585506398934,1243865.0,-87.67022566460537,Pass w/ Conditions,Risk 2 (Medium),8,,
1250 S MICHIGAN AVE ,JIMMY JOHN'S,Restaurant,2019-09-06,2311945,Canvass,41.86607358683167,1768216.0,-87.62426767322485,Fail,Risk 1 (High),5,,
6036 W EASTWOOD ,ST. ROBERT BELLARMINE,School,2019-09-06,2311881,Canvass,41.96486565617353,2102640.0,-87.77868958463064,Pass,Risk 1 (High),4,,
5025 S ST LOUIS AVE ,ACERO VICTORIA SOTO HIGH SCHOOL,School,2019-09-06,2311863,Canvass,41.80175621018815,3759848.0,-87.71098825548948,Pass w/ Conditions,Risk 1 (High),2,,
6450 S COTTAGE GROVE AVE ,BUSY BUMBLE BEE ACADEMY DAYCARE,Daycare (2 - 6 Years),2019-09-06,2311921,Canvass Re-Inspection,41.77709239488866,2215472.0,-87.60600377956905,Pass,Risk 1 (High),0,,
5002 N BROADWAY ,TOA TEA,,2019-09-06,2311929,License,41.972775682118815,2684218.0,-87.65991768012734,Not Ready,Risk 1 (High),0,,
3929 W GRAND AVE ,J & H FOOD MART PLUS,Grocery Store,2019-09-06,2311924,Canvass,41.90551187664208,2563589.0,-87.72511200015293,Out of Business,Risk 3 (Low),0,,
4818 W Ohio ,KIPP CHARTER ELEMENTARY,School,2019-09-06,2311901,Canvass,41.89148296872894,3096670.0,-87.74659826352844,Fail,Risk 2 (Medium),1,,
311 W MONROE ST ,CONVENE,Restaurant,2019-09-06,2311880,License Re-Inspection,41.88052759161976,2671113.0,-87.63562385358797,Pass w/ Conditions,Risk 3 (Low),0,,
917 W 88th St (8800S) ,MAHALIA JACKSON ELEMENTARY SCHOOL,School,2019-09-06,2311895,Canvass,41.73409817903186,26651.0,-87.64675678787916,Fail,Risk 1 (High),5,,
311 W MONROE ST ,CONVENE,Restaurant,2019-09-06,2311878,License Re-Inspection,41.88052759161976,2671110.0,-87.63562385358797,Pass w/ Conditions,Risk 1 (High),3,,
3000 W MONTROSE AVE ,IRVING PARK INFANT TODDLER CENTER,Children's Services Facility,2019-09-06,2311861,License Re-Inspection,41.96132810515034,2215932.0,-87.7034196762059,Pass,Risk 1 (High),0,,
5639 N MILWAUKEE AVE ,GALA BANQUETS,Restaurant,2019-09-06,2311953,Canvass,41.98401086554883,27835.0,-87.77517246896801,No Entry,Risk 1 (High),0,,
948 N WESTERN AVE ,SPORTSMANS CLUB,,2019-09-06,2311916,Complaint,41.89901735734197,38964.0,-87.68707307892538,No Entry,Risk 3 (Low),0,,
2428 N LINCOLN AVE ,TAQUERIA EL DORADO # 3,Restaurant,2019-09-06,2311897,Canvass,41.92602224894322,2594950.0,-87.649782209964,Out of Business,Risk 1 (High),0,,
4716 N KEDZIE AVE ,BOKEH,Restaurant,2019-09-06,2311951,License Re-Inspection,41.96716992383398,2647920.0,-87.7085787033688,Pass w/ Conditions,Risk 1 (High),10,,
6121 N BROADWAY ,WALGREENS,Grocery Store,2019-09-06,2311862,Canvass,41.99293750421518,2245833.0,-87.66021032628073,Fail,Risk 3 (Low),3,,
1725 W 18TH ST ,CARNITAS URUAPAN,Restaurant,2019-09-06,2311908,Canvass,41.85763234806772,2298331.0,-87.6697745345797,Pass w/ Conditions,Risk 1 (High),3,,
3929 W GRAND AVE ,K & H FOOD MART PLUS,Grocery Store,2019-09-06,2311920,License,41.90551187664208,2684475.0,-87.72511200015293,Pass w/ Conditions,Risk 3 (Low),1,,
4343 W 47TH ST ,LA CEBOLLITA RESTAURANT,Restaurant,2019-09-06,2311919,License,41.80764585138776,2689434.0,-87.73272527973799,Pass w/ Conditions,Risk 1 (High),4,,
1646 W 18TH ST ,THE JIBARITO STOP,Restaurant,2019-09-06,2311925,Canvass,41.857873459406534,2419455.0,-87.66812208797606,Pass,Risk 1 (High),1,,
1359 N MILWAUKEE AVE ,CRACKED ON MILWAUKEE,Restaurant,2019-09-06,2311911,License Re-Inspection,41.906629896738416,2670817.0,-87.67137623922982,Pass w/ Conditions,Risk 1 (High),5,,
4343 W 47TH ST ,LA CEBOLLITA RESTAURANT,Restaurant,2019-09-06,2311928,Canvass,41.80764585138776,1145606.0,-87.73272527973799,Out of Business,Risk 1 (High),0,,
718-720 N STATE ST ,TZUCO / TALES / PANANGO,Restaurant,2019-09-06,2311872,License,41.895564027265614,2641367.0,-87.62831821079556,Pass,Risk 1 (High),1,,
2470 N LINCOLN AVE ,DE QUAY,Restaurant,2019-09-06,2311899,Canvass,41.92687231925592,2348764.0,-87.650968355266,Out of Business,Risk 1 (High),0,,
2500 N LARAMIE AVE ,CARNITAS Y SUPERMERCADO EL GIGANTE INC,Grocery Store,2019-09-06,2311892,Canvass,41.926006426860745,1592986.0,-87.75636298203146,Fail,Risk 1 (High),19,,
2323 N LINCOLN AVE ,PHILZ COFFEE,Restaurant,2019-09-06,2311879,License,41.924250410054995,2671036.0,-87.64687752309652,Pass w/ Conditions,Risk 2 (Medium),3,,
3221 W ARMITAGE AVE ,LA BOMBA RESTAURANT,Restaurant,2019-09-06,2311906,Complaint,41.91728108852338,2528511.0,-87.70785660455108,Pass w/ Conditions,Risk 1 (High),19,,
718-720 N STATE ST ,TZUCO / TALES / PANANGO,Restaurant,2019-09-06,2311889,License,41.895564027265614,2641369.0,-87.62831821079556,Pass,Risk 3 (Low),0,,
2601-2603 N MILWAUKEE AVE ,WEBSTER'S WINE BAR,Restaurant,2019-09-06,2311870,Canvass Re-Inspection,41.92884909944806,2079685.0,-87.70681721349659,Fail,Risk 1 (High),7,,
7329 W IRVING PARK RD ,JIMMY JOHNS,Restaurant,2019-09-06,2311887,License,41.95256564111005,2689649.0,-87.81127429615809,Pass,Risk 1 (High),0,,
6110 W 63RD ST ,"SUNVIEW GROCERY & PRODUCE, INC.",Grocery Store,2019-09-06,2311944,Complaint Re-Inspection,41.777915318530674,1844144.0,-87.7744623742247,Pass w/ Conditions,Risk 1 (High),5,,
503 E 47TH ST ,MIKKEYS 47 EXPRESS LLC,Restaurant,2019-09-06,2311900,License Re-Inspection,41.809317684345686,2678083.0,-87.61371443505487,Fail,Risk 1 (High),12,,
1358 N WESTERN AVE ,QUEEN MARKET,Grocery Store,2019-09-06,2311868,License,41.906573215647995,2689433.0,-87.68726808937521,Pass w/ Conditions,Risk 3 (Low),5,,
1358 N WESTERN AVE ,PRINCE FOOD MART,Grocery Store,2019-09-06,2311891,Canvass,41.906573215647995,1964807.0,-87.68726808937521,Out of Business,Risk 3 (Low),0,,
5050 S HOMAN AVE ,ACERO JOVITA IDAR CHARTER SCHOOL,School,2019-09-06,2311896,Canvass Re-Inspection,41.80106790853049,3759896.0,-87.7088346941042,Pass w/ Conditions,Risk 1 (High),1,,
2810 W MARQUETTE RD ,NEW SUPER SUB AND GYROS,Restaurant,2019-09-06,2311932,Canvass,41.771927701832006,1998968.0,-87.69369337936176,Pass w/ Conditions,Risk 2 (Medium),8,,
7626 S HALSTED ST ,SUNNY'S BAR B QUE,Restaurant,2019-09-06,2311922,Canvass Re-Inspection,41.75526282553509,2202278.0,-87.64430781136896,Pass,Risk 1 (High),3,,
6346 W GUNNISON ST ,GAELIC IMPORTS,Grocery Store,2019-09-06,2311909,Canvass,41.968525355574286,1817934.0,-87.78743940246437,Pass w/ Conditions,Risk 1 (High),11,,
3336 N HARLEM AVE ,DOMINO'S PIZZA,Restaurant,2019-09-06,2311949,Canvass,41.94086523884717,1546100.0,-87.80699550827063,Fail,Risk 2 (Medium),6,,
406-414 E 75TH ST ,THE LEARNING PLACE,Daycare Above and Under 2 Years,2019-09-06,2311912,License Re-Inspection,41.75852366871204,2664128.0,-87.61480538742025,Pass w/ Conditions,Risk 1 (High),7,,
5856 S ARCHER AVE ,MEMORIAL HALL CLUB,,2019-09-06,2311935,Complaint,41.79604088899129,2131.0,-87.760976869157,No Entry,Risk 3 (Low),0,,
1002 W LAKE ST ,HAKKA BAKKA,Restaurant,2019-09-06,2311937,Complaint,41.88569111784153,2626774.0,-87.6522896923192,Fail,Risk 1 (High),2,,
430 S MICHIGAN AVE ,ROOSEVELT UNIVERSITY COFFEE SHOP,Restaurant,2019-09-06,2311873,License Re-Inspection,41.876248128035826,2683676.0,-87.62441918459099,Pass,Risk 2 (Medium),0,,
5238 N NAGLE AVE ,THE ORIGINAL NICKS GYROS,Restaurant,2019-09-06,2311940,Canvass,41.97671902984532,48972.0,-87.7880013134877,Pass w/ Conditions,Risk 1 (High),17,,
6950 N Hiawatha ,Wildwood,School,2019-09-06,2311877,Canvass,42.007470065883076,25881.0,-87.77837089379373,Fail,Risk 1 (High),2,,
5650 W DIVISION AVE ,WHALE FISH & CHICKEN,Restaurant,2019-09-06,2311952,Canvass,41.902222995753284,2451966.0,-87.76768777794882,Pass w/ Conditions,Risk 2 (Medium),12,,
135 N KEDZIE AVE ,THE HATCHERY,Shared Kitchen,2019-09-06,2311903,Canvass,41.88390509704504,2627555.0,-87.70605925083946,Pass,Risk 1 (High),0,12.0,1.0
8404 S KEDZIE AVE ,THE BLACK FIRE BRIGADE ORG.,NOT-FOR-PROFIT CLUB,2019-09-06,2311858,Canvass,41.740483860930745,2589092.0,-87.70228691835008,Pass w/ Conditions,Risk 2 (Medium),5,,
1942 W DIVISION ST ,Fifolet Cajun,Restaurant,2019-09-06,2311948,Canvass Re-Inspection,41.903311984082535,1953757.0,-87.67657337106594,Pass w/ Conditions,Risk 1 (High),15,,
3951 N KIMBALL AVE ,SUBWAY,Restaurant,2019-09-06,2311894,License,41.95354369025621,2689652.0,-87.71274346541044,Pass w/ Conditions,Risk 1 (High),3,,
3796 W 79TH ST ,EL CHURRITO3,Restaurant,2019-09-06,2311876,License,41.74973848111044,2601982.0,-87.71810075889891,Pass w/ Conditions,Risk 2 (Medium),7,,
311 W MONROE ST ,CONVENE,Restaurant,2019-09-06,2311884,License Re-Inspection,41.88052759161976,2671117.0,-87.63562385358797,Pass w/ Conditions,Risk 3 (Low),0,,
2511 N LINCOLN AVE ,TASTE OF CHINA,Restaurant,2019-09-06,2311926,Canvass,41.92757677830966,2563433.0,-87.65152817242594,Pass w/ Conditions,Risk 1 (High),11,,
1714 W 18TH ST ,LUCIANO'S GROCERY-18TH ST,Grocery Store,2019-09-06,2311886,Canvass,41.85785656751433,1380524.0,-87.66941959556328,Pass w/ Conditions,Risk 1 (High),7,,
5540 N LINCOLN AVE ,HUB'S GYROS II,Restaurant,2019-09-06,2311893,Canvass,41.98222979264743,6503.0,-87.69383949704255,Pass w/ Conditions,Risk 1 (High),14,,
311 W MONROE ST ,CONVENE,Restaurant,2019-09-06,2311883,License Re-Inspection,41.88052759161976,2671118.0,-87.63562385358797,Pass w/ Conditions,Risk 3 (Low),0,,
311 W MONROE ST ,CONVENE,Restaurant,2019-09-06,2311882,License Re-Inspection,41.88052759161976,2671111.0,-87.63562385358797,Pass w/ Conditions,Risk 3 (Low),0,,
2910 W ARMITAGE AVE ,JALAPENO GRILL,Restaurant,2019-09-06,2311955,Canvass,41.91757216077945,2252227.0,-87.69985903100971,Fail,Risk 1 (High),18,,
950-952 W WRIGHTWOOD AVE ,OLD GROUNDS SOCIAL,Restaurant,2019-09-06,2311946,Complaint,41.92912423550477,2308003.0,-87.65333791705929,No Entry,Risk 1 (High),0,,
4747 N LINCOLN AVE ,THE CHOPPING BLOCK,GROCERY STORE/COOKING SCHOOL,2019-09-06,2311859,Canvass,41.96790067768611,1358027.0,-87.68794065120797,Pass w/ Conditions,Risk 1 (High),4,,
2804 W MARQUETTE RD ,RED SNAPPER,Restaurant,2019-09-06,2311923,Canvass,41.77193063059243,2188855.0,-87.69343854613754,Pass w/ Conditions,Risk 2 (Medium),13,,
201 N Clinton ST ,NEW LINE,Restaurant,2019-09-06,2311938,Canvass,41.885752607166296,1980154.0,-87.64116457925337,Pass,Risk 1 (High),2,,
4128 N LINCOLN AVE ,TAVERN ON LITTLEFORT,Restaurant,2019-09-06,2311934,Canvass,41.95677163177934,1247262.0,-87.68075733672262,Fail,Risk 1 (High),11,,
718-720 N STATE ST ,TZUCO / TALES / PANANGO,Restaurant,2019-09-06,2311888,License,41.895564027265614,2641368.0,-87.62831821079556,Pass,Risk 3 (Low),0,,
5037-5039 W DIVERSEY AVE ,ZACATECAS RESTAURANT,Restaurant,2019-09-06,2311942,Canvass,41.93133655338099,7214.0,-87.75299705381228,Fail,Risk 1 (High),14,,
670 W DIVERSEY PKWY ,NANDO'S PERI-PERI,Restaurant,2019-09-05,2311830,Complaint Re-Inspection,41.932883864695405,2379215.0,-87.64627175168745,Pass,Risk 1 (High),0,,
2404 S WOLCOTT AVE ,TANIA'S CATERING INC.,Restaurant,2019-09-05,2311793,License,41.84832465538536,2689301.0,-87.67343415669363,Pass w/ Conditions,Risk 1 (High),5,,
3269 N MILWAUKEE AVE ,GREAT DRAGON 78,Restaurant,2019-09-05,2311837,Canvass,41.940493637306474,2422984.0,-87.72591131934738,Pass w/ Conditions,Risk 1 (High),8,,
3510 W 55th ST ,Irene C. Hernandez Middle School,School,2019-09-05,2311787,Canvass,41.793506266409146,1980651.0,-87.71139802794649,Pass,Risk 1 (High),1,,
6161 S KEDZIE AVE ,"LEARNING TREE PRESCHOOL AND NURSERY, INC.",Daycare Above and Under 2 Years,2019-09-05,2311834,License,41.78084306045778,2216002.0,-87.70304248538194,Pass,Risk 1 (High),4,,
3431 W PETERSON AVE ,MARTINO'S ITALIAN CUISINE & PIZZERIA,Restaurant,2019-09-05,2311806,Canvass,41.990198520314,1050.0,-87.71526237304487,Pass w/ Conditions,Risk 1 (High),13,,
181 N MORGAN ST ,DO-RITE DONUTS,Restaurant,2019-09-05,2311789,Canvass,41.88542085068144,2510693.0,-87.6519886720252,Pass w/ Conditions,Risk 2 (Medium),4,,
7601 S CICERO AVE ,O'S DONUTS & CAFE INC,Restaurant,2019-09-05,2311815,Canvass Re-Inspection,41.75466012439375,2541853.0,-87.7413847586052,Pass w/ Conditions,Risk 2 (Medium),14,,
4400 N SIMONDS DR ,THE DOCK AT MONTROSE BEACH,Restaurant,2019-09-05,2311829,Canvass Re-Inspection,41.96390893734172,2043260.0,-87.63863624840039,Pass w/ Conditions,Risk 1 (High),6,,
